game_id,round_id,role_id,pass1_matrix_json,pass1_reasoning
G126,2,P3,"{
  ""P1"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P2"": {""row"":""Careless-to-truth"",""col"":""Defensive"",""tactic"":""Face-saving blather"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""}
}","P1: With Quest 2 failing on a team containing both evils, P1 should pivot from self-justification into deflection to redirect suspicion onto a Good player while sounding reactive-not-calculated. P2: After seeding confusion in R1 and now being centrally implicated by the fail, low Mach-IV P2 is best served by face-saving blather to avoid crisp contradictions and let others argue over attribution. P4: As high-GRS and previously rational, the new hard data (fail with P1/P2/P3) warrants evidence sharing that cleanly narrows the blame set and pressures concrete exclusions. P5: Coming off a sincere misread of P1/P2, P5 should use Bayesian hedging to update credences without overcorrecting, preserving trust while gradually aligning with the post-fail inference."
G127,2,P3,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""}
}","P1: After two PASSes including themselves twice, low-Mach P1 should lean on social pressure by overstating group agreement to normalize keeping P1 on teams. P2: With high Mach and a clean Round 2 that included both evils, P2 should reframe the double-PASS as evidence the current core is safe, steering away from testing unseens. P4: As the Round 2 leader on a PASS, P4 should consolidate credibility by plainly explaining why the 3-person team was chosen and what it does/doesn’t clear. P5: With low GRS and an information-light double PASS, P5 should continue detailed, sincere processing aloud to push for broader testing without sounding accusatory."
G128,2,P3,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""}
}","P1: With Q1 failing on (P1,P2) and Q2 passing without them, shift from argumentation to crisp evidence-based inference that P2 is the likely saboteur while staying calm and cooperative.
P2: After a Q2 PASS, use subtle reframing to claim the pass ‘widens the suspect pool’ and argue against hard-clearing P3/P5 or hard-scumming P2, keeping options open and heat diffused.
P4: Being on the passing team gives cover; with low Mach, the safest line is to redirect any renewed suspicion away from P4 by pointing back to the unresolved P1–P2 pair and avoiding aggressive lies.
P5: The pass provides consolidation data, so move from probabilistic hedging into a clear logical narrative: (P1,P2) is the failure locus and the P3/P4/P5 pass should guide next-team construction."
G129,2,P3,"{
  ""P1"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P2"": {""row"":""Careless-to-truth"",""col"":""Defensive"",""tactic"":""Face-saving blather"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""}
}","P1: With Quest 2 failing on a team containing him, he should pivot from prior cherry-picking into deflection to redirect suspicion onto another participant (especially P2) or onto P5’s leadership choice. P2: As low Mach and now implicated by the fail, he will default to face-saving blather—vague, reactive, and non-committal—minimizing direct claims that can be cross-checked. P4: As former leader of a passing 2-player quest, he should use rational justification to correct earlier overconfidence and lay out clean logic about what the PASS and FAIL do/don’t imply. P5: As the Round 2 leader whose team failed, he should move from Bayesian hedging to evidence sharing by anchoring discussion in the hard facts (team composition, vote unanimity, fail implications) and pressing for structured next-team constraints."
G130,2,P3,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Careless-to-truth"",""col"":""Defensive"",""tactic"":""Vague filler"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Perspective-taking"",""scale"":""GRS"",""level"":""Low""}
}","P1: After leading a fully-approved team that passed, sticking to rational justification helps consolidate trust by clearly explaining why P2 was included without overreaching on reads.
P2: With a PASS including themselves, misframing lets them subtly redefine what the pass ‘means’ (e.g., team-vote unanimity or rotation narrative) to steer future teams away from isolating Evil.
P4: Since both quests passed and scrutiny is low, vague filler is a safer evolution than adversarial obfuscation—contributing minimal, non-committal takes while avoiding creating quotable contradictions.
P5: Perspective-taking remains optimal in consolidation mode—acknowledging multiple interpretations of two straight passes while gently guiding rotation decisions without hard-clearing anyone."
G131,2,P3,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Defensive"",""tactic"":""Half-truths"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: With Quest 2 passing (including P1) after the earlier fail, shift from a seeded mistaken certainty into structured evidence-sharing to argue that P2 vs P5 is the remaining axis while keeping P3 relatively clear. P2: After a Quest 2 PASS he can’t hard-push paranoia without standing out, so he should use half-truths (""still 50/50 on Q1"" + ""Q2 proves little"") to soften the case against himself without new falsifiable claims. P4: As the Round 2 leader of a passing team and low-GRS, he should consolidate trust by calmly rational-justifying why that proposal/vote pattern makes sense and what it implies for next team composition. P5: Having gained cover from being on the passing team, a high-Mach player should misframe discussion toward vote-analysis and ""Q1 was the only real data"" to keep heat on P2/P3 and away from himself while steering future teams to include him."
G132,2,P3,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P2"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P1: After a second fail, Moderate GRS should shift from the earlier confident misread into a clearer, logical account of why the P1/P4/P5 team result points toward P5 (without overcommitting to the old 'P2+P3' story). P2: Low Mach-IV is now indirectly implicated via the earlier P2/P3 fail and should use Deflection to keep heat on the non-speaking P3 and/or on P4’s leadership rather than offering a crisp alternative world-model. P4: As High GRS leader of the failed Round 2 team, P4 should go evidence-forward (vote pattern + team overlaps) to structure the table’s next exclusion set and avoid getting bogged down in ego-defense. P5: With a fail on a team that includes them, Moderate Mach-IV should Misframe by steering interpretation toward 'P4 is the common denominator/leadership error' and away from the simplest overlap case against P5."
G133,2,P3,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P2"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Low""}
}","P1: After proposing a passing team that included both evils, shift from clumsy fabrication to Misframing by re-centering the narrative on Quest 1 ambiguity and 'team composition learning' to dilute suspicion on P1/P2. P2: Keep Truthful misdirection by leaning on accurate facts (Quest 1 had P1/P5; Quest 2 passed on P1/P2/P3) while steering discussion toward safe interpretations that avoid linking the pass to evil coordination. P4: With a fail then a pass, move off vague filler into Bayesian hedging to weigh competing worlds (P1 vs P5 for Q1 fail, and what Q2 pass implies) without overcommitting. P5: Stay on Evidence sharing by reiterating the concrete anchor (Q1 failed on P1+P5, P5 claims clean) and using Q2 pass as supporting context to push for excluding P1 on the next proposal."
G134,2,P3,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""High""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Careless-to-truth"",""col"":""Opportunistic"",""tactic"":""Technobabble"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""}
}","P1: With two straight PASS results, high-Mach P1 should capitalize by projecting group agreement and normalizing the P1-in-team pattern to reduce future scrutiny.
P2: After approving a P1/P2/P4 team that passed, moderate-GRS P2 should cautiously update reads without overcommitting, especially with P3’s public N vote now a live signal.
P4: As the Round 2 leader on a passed mission, low-Mach P4 can stick to jargon-heavy ‘info-gain’ talk to look analytical while avoiding concrete claims that could later be pinned down.
P5: High-GRS P5 should shift from broad perspective-taking to crisp logic about what the vote/outcome matrix implies (notably P3’s lone N) to guide the next proposal discussion."
G135,2,P3,"{
  ""P1"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P2"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Self-justification"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P1: With Quest 2 failing on a team he was on, he should reuse his anchored deflection to redirect suspicion onto a safer target (e.g., the other questers or consistent no-voters) without escalating into blatant lying.
P2: As a low-GRS Good now implicated by the failed team, shifting from vague filler to over-explaining helps him sound earnest while narrating his vote/team-read process rather than landing crisp accusations.
P4: High-GRS Good should move from pragmatic silence into evidence sharing because the first FAIL creates actionable constraints (the fail must be among P1/P2/P5), enabling structured public narrowing.
P5: As leader of the failed quest and an evil player at high exposure risk, self-justification is the safest evolution from defensive disclosure—give a logical story for proposing P1/P2/P5 and posture as solving-oriented."
G136,2,P3,"{
  ""P1"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P2"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Weaponized candor"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Perspective-taking"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""}
}","P1: With Quest 2 failing on a team containing both evils, low-Mach P1 should clumsily redirect heat away from themselves by pushing alternative suspects (especially the consistent No voter) rather than constructing a tight story.
P2: High-Mach P2 should stay blunt and ""reasonable"" about the fail, using candid-sounding logic to steer the table toward misreads (e.g., framing the No voters or the leader decision) while appearing truth-aligned.
P4: As a previously successful leader now facing new contradictory evidence, P4 should openly explore multiple interpretations to keep credibility while guiding the group toward a structured re-evaluation of P1/P2.
P5: As the Round 2 leader tied to the failed team and low-GRS, P5 should protect trust by narrating their thought process in detail (even if messy) rather than making crisp accusations they can’t support."
G137,2,P3,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: After being pinned to the R1 fail, shift from self-defense to concrete vote/team evidence to re-anchor suspicion onto P4 without sounding emotional. P2: With R2 passing unanimously on a team excluding P1/P4, consolidate the narrative by logically updating reads while staying measured versus R1 over-explaining. P4: A R2 pass reduces heat, so drop the aggressive hard-lie posture and instead redirect attention toward the R2 team/vote dynamics to keep the spotlight off the P1-P4 pairing. P5: Coming off a successful inclusion on a passing quest, subtly reframe the R1 fail as primarily a P1/P4 problem and steer future team talk toward excluding P1 while keeping options open for protecting P4."
G138,2,P3,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P2"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""}
}","P1: After leading an all-approve team that still failed, shift from self-protection to evidence-first synthesis (vote+team intersections) to drive the table toward actionable suspects without overreaching.
P2: With P2 implicated by Quest 1’s fail and two total fails now, a low-Mach survival line is to redirect attention toward the Round 2 team (especially P4) and away from the P2-P5 pair.
P4: As a high-Mach evil on the failed Round 2 team, highlight true but selective points (unanimous approval, P1 as leader, P3’s prior N now flipped) to steer suspicion onto good players while sounding analytical.
P5: Having taken blame for the Round 1 team that failed, rebuild credibility by logically narrowing worlds (P2-or-P5 from Q1 plus one of {P1,P3,P4} from Q2) and advocating cleaner team construction."
G139,2,P3,"{
  ""P1"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Self-justification"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Low""}
}","P1: With Quest 1 failing on a team containing P1, shift from adversarial pokes to a cleaner defensive posture that plausibly explains the fail without escalating conflict. P2: Use the Quest 2 PASS plus Quest 1 participant constraints to state crisp, checkable inferences and steer team selection around the P1/P4 poison pair. P4: After being on the only failed quest but seeing a clean PASS elsewhere, moderate-GRS play is to update probabilities publicly without hard-locking, keeping flexibility while narrowing suspects. P5: As Round 2 leader on a passing team, opportunistically reframe the narrative so the table treats the PASS as broad confirmation and de-emphasizes the risk that P5 could still be evil."
G140,2,P3,"{
  ""P1"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Noisy sincerity"",""scale"":""GRS"",""level"":""High""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""}
}","P1: With two straight PASSes and no direct heat on them, staying openly enthusiastic-but-imprecise preserves their trusted vibe while nudging for broader testing. P2: After being on two PASS teams, a Moderate Mach play is to leverage that cover by asserting broad agreement to keep themselves central and discourage splitting. P4: A Low Mach evil benefits from quietly steering without specifics—omit clear reads and instead subtly resist team changes to avoid spotlighting P2/P4 links. P5: In consolidation mode after a unanimous PASS, continuing structured logic about what the passes do/don’t clear keeps P5 credible while pushing for information-rich future comps."
G141,2,P3,"{
  ""P1"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Perspective-taking"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P1: With Quest 2 failing on a team that included him, he should pivot from hard lying into plausible Deflection by pushing blame onto the other two questers (P2/P4) and the leader choice rather than re-litigating Quest 1.
P2: As a low-GRS Good now implicated by the failed quest, Perspective-taking helps him stay credible by exploring multiple sabotage narratives (including why P1 could pass then fail) without overcommitting to a wrong hard accuse.
P4: As the Round 2 leader on the failed team and high-GRS, Evidence sharing is optimal to lay out the clean constraint set (fail implies one of {P1,P2,P4} is Evil; combine with Q1 pass data) and drive the table toward a focused next proposal.
P5: Off-team on the fail, Cherry-picking lets him selectively amplify the most suspicious true facts (P1 appearing on both quests; P4 leading the failed comp) while downplaying alternative interpretations to steer heat away from Evil-side alignment."
G142,2,P3,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Careless-to-truth"",""col"":""Opportunistic"",""tactic"":""Technobabble"",""scale"":""Mach-IV"",""level"":""Low""}
}","P1: After a second straight PASS with himself on both teams, he should exploit the clean results to manufacture momentum and social pressure by claiming broad agreement on continuing similar compositions.
P2: With two PASS outcomes but no hard clears, a high-GRS Good should tighten from R1’s tentative read into calibrated probabilities about P1/P5 without overcommitting.
P4: With the table still information-poor, P4 should move from exploring viewpoints to asserting a logical team-building policy (rotate in off-quest players) to create future signal.
P5: Having gotten away with leading an all-evil Quest 1 that passed, a low-Mach evil benefits from sounding analytical while staying non-committal, using jargon-heavy “process” talk to avoid giving testable stances."
G143,2,P3,"{
  ""P1"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Noisy sincerity"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: After being on both quests including the new FAIL, pivot from cherry-picking to truthful misdirection—sound constructively alarmed while steering focus onto ""team construction"" and off the obvious P1/P2/P3 linkage.
P2: The FAIL provides actionable data, so shift from over-explaining to evidence sharing by enumerating the only possible failers (P1/P2) and proposing concrete next-team tests.
P4: Low-GRS and previously self-deceived about P1 being ""cleared"" by Quest 1, so move into noisy sincerity—confused but honest recalibration that keeps talking without sharp accusations.
P5: With suspicion likely to concentrate on P1/P2 after the FAIL, use deflection to redirect scrutiny onto process/voting patterns and push alternative suspects without committing to falsifiable claims."
G144,2,P3,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P1: After two straight fails and being on the first failing 2-person team, P1 should concretely enumerate what outcomes imply (P4 very likely evil) rather than just argue abstractly. P2: With low GRS and now implicated by being on Quest 2, P2 should calmly explain their vote logic and propose a narrow-next-test plan without overcommitting to reads. P4: As the Round 1 leader on a failed 2-person quest, P4 should lean into accurate statements about the game state (two fails, shared votes) while steering attention toward P2/P5/P1 permutations to dilute the P1-vs-P4 trap. P5: As the Round 2 leader on the failing team, P5 needs to redirect blame toward P2/P3 and away from themselves by framing the failure as evidence about others rather than their proposal."
G145,2,P3,"{
  ""P1"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Noisy sincerity"",""scale"":""GRS"",""level"":""Low""}
}","P1: After being on the Round 2 PASS team, a low-GRS Good benefits from over-explaining their thought process and vote to look transparently consistent without making sharp accusations. P2: With Quest 1 FAIL pointing at {P2,P3} but Quest 2 PASS creating wiggle room, high-Mach P2 should cherry-pick the PASS outcome to dilute scrutiny while avoiding new falsifiable claims. P4: As the Round 2 leader on a PASS team, moderate-Mach P4 should lean into false consensus (""we all agree this clears the team"") to lock in trust and steer attention back onto P2/P3 without sounding technical again. P5: Having passed Quest 2 and previously deflecting, a low-GRS Good can shift to noisy sincerity—simple, earnest reads that keep pressure on the unresolved P2-vs-P3 question while sounding non-calculating."
G146,2,P3,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Perspective-taking"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: After engineering a Round 2 PASS, shift from accusation-heavy evidence sharing to rationally explaining why P5 remains the likely saboteur while keeping the table aligned. P2: Use the clean PASS to manufacture momentum by claiming broad agreement on a safe narrative (e.g., trust the R2 team) and soften scrutiny on P5. P4: With low GRS and prior scattershot suspicion, adopt perspective-taking to reconcile the R1 FAIL with the R2 PASS and invite structured input rather than deflect. P5: As the R1 leader on the failing team and heavily suspected, lean into truthful concern about the timeline (FAIL then PASS) to subtly redirect focus toward P2/P1 without overt lying."
G147,2,P3,"{
  ""P1"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Self-justification"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P2"": {""row"":""Counterfactual"",""col"":""Opportunistic"",""tactic"":""Reverse accusations"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""}
}","P1: As the Round 2 leader on the failed quest, P1 needs a plausible, logic-forward defense of the P1/P2/P3 proposal while sounding openly concerned about the fail. P2: With low Mach-IV and now directly implicated by being on the failing team, P2 will default to pushing suspicion back onto whoever questions them (especially prior accusers like P5) via reactive counter-blame. P4: High-GRS shifts from strategic uncertainty into structured probabilistic analysis after a fail, publicly weighing which of P1/P2 is likelier evil without hard-clearing the quiet P3. P5: Having defended P1 earlier and now facing blowback, P5 should soften into probabilistic framing to reassess trust without looking like they are panic-flipping or tunneling."
G148,2,P3,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Low""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""Low""}
}","P1: With two PASSes but P4 now on a cleared-by-result team, a low-GRS good should shift from vague uncertainty to light probabilistic reads without hard accusations. P2: As high-GRS good, they should convert earlier perspective-taking into clear logic about what the two PASSes do/don’t imply and what team-building constraints follow. P4: After leading a PASS team containing themselves, moderate-Mach evil should consolidate trust by implying broad agreement on keeping the core while quietly steering away from risky reshuffles. P5: Low-Mach evil benefits from staying relatively quiet and selectively skipping inconvenient implications of P4 being on a PASS, while nudging focus toward ‘momentum’ and away from deeper accounting."
G149,2,P3,"{
  ""P1"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Noisy sincerity"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: With the fail landing on a team containing P1/P2/P3, pivot to sounding genuinely alarmed while subtly steering attention toward cross-team uncertainty instead of P1 specifically. P2: The new hard data (Quest 2 fail on a team that includes P1 and P2 but not P4/P5) warrants laying out concrete inferences and narrowing suspects without overcommitting to a single culprit. P4: As low-GRS and off the failed quest, contribute earnest but messy process-of-elimination thoughts (who wasn’t on the team, why that matters) to help Good coordination without sounding overly accusatory. P5: Being off the failed quest, push blame away from the off-team (including self) by emphasizing that the saboteur must be among the questers and redirecting scrutiny onto P1/P2 dynamics."
